-4.9875 0 0
-4.9625 0 0
-4.9375 0 0
-4.9125 0 0
-4.8875 0 0
-4.8625 0 0
-4.8375 0 0
-4.8125 0 0
-4.7875 0 0
-4.7625 0 0
-4.7375 0 0
-4.7125 0 0
-4.6875 0 0
-4.6625 0 0
-4.6375 0 0
-4.6125 0 0
-4.5875 0 0
-4.5625 0 0
-4.5375 0 0
-4.5125 0 0
-4.4875 0 0
-4.4625 0 0
-4.4375 0 0
-4.4125 0 0
-4.3875 0 0
-4.3625 0 0
-4.3375 0 0
-4.3125 0 0
-4.2875 0 0
-4.2625 0 0
-4.2375 0 0
-4.2125 0 0
-4.1875 0 0
-4.1625 0 0
-4.1375 0 0
-4.1125 0 0
-4.0875 0 0
-4.0625 0 0
-4.0375 0 0
-4.0125 0 0
-3.9875 0 0
-3.9625 0 0
-3.9375 0 0
-3.9125 0 0
-3.8875 0 0
-3.8625 0 0
-3.8375 0 0
-3.8125 0 0
-3.7875 0 0
-3.7625 0 0
-3.7375 0 0
-3.7125 0 0
-3.6875 0 0
-3.6625 0 0
-3.6375 0 0
-3.6125 0 0
-3.5875 0 0
-3.5625 0 0
-3.5375 0 0
-3.5125 0 0
-3.4875 0 0
-3.4625 0 0
-3.4375 0 0
-3.4125 0 0
-3.3875 0 0
-3.3625 0 0
-3.3375 0 0
-3.3125 0 0
-3.2875 0 0
-3.2625 0 0
-3.2375 0 0
-3.2125 0 0
-3.1875 0 0
-3.1625 0 0
-3.1375 0 0
-3.1125 0 0
-3.0875 0 0
-3.0625 0 0
-3.0375 0 0
-3.0125 0 0
-2.9875 0 0
-2.9625 0 0
-2.9375 0 0
-2.9125 0 0
-2.8875 0 0
-2.8625 0 0
-2.8375 0 0
-2.8125 0 0
-2.7875 0 0
-2.7625 0 0
-2.7375 0 0
-2.7125 8.19672e-06 7.98918e-06
-2.6875 0 0
-2.6625 0 0
-2.6375 8.19672e-06 7.98918e-06
-2.6125 0 0
-2.5875 1.63934e-05 1.09971e-05
-2.5625 0 0
-2.5375 5.7377e-05 2.39675e-05
-2.5125 1.63934e-05 1.09971e-05
-2.4875 1.63934e-05 1.09971e-05
-2.4625 4.09836e-05 1.9655e-05
-2.4375 3.27869e-05 1.46627e-05
-2.4125 9.01639e-05 3.37462e-05
-2.3875 0.000122951 4.47078e-05
-2.3625 9.83607e-05 2.69372e-05
-2.3375 0.000155738 3.56816e-05
-2.3125 0.000237705 3.75174e-05
-2.2875 0.000295082 7.91313e-05
-2.2625 0.000434426 5.08923e-05
-2.2375 0.000581967 6.7068e-05
-2.2125 0.00054918 5.21958e-05
-2.1875 0.000885246 9.15688e-05
-2.1625 0.00135246 0.000117574
-2.1375 0.00144262 0.000130428
-2.1125 0.00222131 0.000149565
-2.0875 0.00286885 0.000217638
-2.0625 0.00313934 0.000170474
-2.0375 0.00437705 0.000276777
-2.0125 0.005 0.000226414
